idx_desempleo,idx_habitat,idx_educacion,idx_riesgo_clima,idx_pobreza,idx_tejido_social,año_normalizado,Comuna,Año
-0.006187573,-0.021537598,-0.030813335,0.0,-0.05487357,-0.05723747,-0.00032620653,Laureles Estadio,2014
-0.017509993,-0.008687552,-0.0018669993,0.0,-0.0067491126,0.0007343827,-0.00031160723,Laureles—Estadio,2014
0.009442673,0.035043757,0.0033540092,0.0,0.022296969,-0.00078552775,-0.0003198556,Manrique,2014
-0.0015336786,-0.009093327,-0.040909488,0.0,-0.008080925,0.015478715,-0.00080885633,Palmitas,2014
-0.007292609,-0.008371782,-0.0021324786,0.0,-0.006783639,0.0015496606,-0.00033376057,Poblado,2014
0.017874094,0.044966303,0.0024304152,0.0,0.063152835,0.03046914,-0.0002103367,Popular,2014
-0.0024574453,-0.005411298,-0.0009719992,0.0,-0.00861102,0.0015077741,-0.00029424662,Robledo,2014
0.008601517,-0.008392391,-0.015704626,0.0,-0.007555979,0.006349998,-0.00033823922,San Antonio de Prado,2014
-0.00082003494,-0.008757413,-0.02097675,0.0,-0.006962891,0.015138506,-0.00030180294,San Cristobal,2014
0.0035640735,-0.005606133,-0.004729025,0.0,0.0157004,0.00885896,-0.00017766113,San Javier,2014
0.015426416,0.010452693,-0.014276973,0.0,0.045982085,0.024806041,-3.1553966e-05,Santa Cruz,2014
0.008551286,-0.009078418,-0.036711823,0.0,-0.008719061,0.0027862298,-0.0007407643,Santa Elena,2014
0.007495945,0.009164251,-0.010165009,0.0,0.022154527,0.010864648,-0.00014620036,Villa Hermosa,2014
0.007934809,-0.009093775,-0.03212282,0.0,-0.008351507,-0.009964755,-0.00072316796,Altavista,2015
0.009060389,-0.009579388,0.001043554,0.0,0.019891467,-0.014755419,-0.00065971276,Aranjuez,2015
-0.0039444775,-0.00857534,0.003846866,0.0,-0.008320366,-0.03459864,-0.0008104424,Belen,2015
-0.018415334,-0.010756758,-0.011801021,0.0,-0.035530012,0.0032207496,-0.00017910295,Belén,2015
0.010269475,-0.016643278,-0.009998969,0.0,-0.028258998,-0.020292768,-0.00026865967,Buenos Aires,2015
0.005859291,-0.010409737,-0.006086424,0.0,-0.027322005,-0.025439927,-0.0004020275,Castilla,2015
0.0039353548,0.01922963,0.00024324327,0.0,0.046691507,-0.006138814,-0.00040222084,Corregimiento de Altavista,2015
0.0041857427,-0.0055782027,-0.00082733005,0.0,-0.011481867,0.000618191,-0.00057342544,Corregimiento de San Antonio de Prado,2015
0.004050889,-0.011036488,0.00041977433,0.0,0.027271675,-0.005562823,-0.00066628057,Corregimiento de San Cristóbal,2015
0.011571429,0.05315415,0.0054924265,0.0,0.10220865,-0.0014774796,-0.0003698238,Corregimiento de San Sebastián de Palmitas,2015
0.0052839513,0.041635364,-0.0017915817,0.0,0.046486802,-0.0031401108,-0.00038515014,Corregimiento de Santa Elena,2015
0.004649587,-0.017367132,0.008290947,0.0,0.027414685,-0.00527252,-0.0007095746,Doce de Octubre,2015
0.009558715,-0.008707646,-0.00089528295,0.0,-0.0069505144,0.0018550359,-0.00059774076,Doce de octubre,2015
-0.010335772,-0.021640934,-0.028023375,0.0,-0.057535525,-0.059763428,-0.00031163418,El Poblado,2015
-0.006804827,-0.009617199,-0.028684316,0.0,-0.013375457,-0.027919764,-0.0006909464,Guayabal,2015
-0.0032159132,-0.00910999,-0.029102132,0.0,-0.009986085,-0.03915026,-0.0007803338,La America,2015
-0.029069608,-0.011865017,-0.013178432,0.0,-0.047379334,0.0027083294,-0.00020879482,La América,2015
0.0019478378,-0.009966695,-0.029109513,0.0,-0.03324644,-0.030622464,-0.0004616438,La Candelaria,2015
