scenario,year,comuna,ivc_initial,investment_allocated,wellbeing,ivc_current,infrastructure_capacity,cumulative_investment
focalizado,2,San Javier,0.3989501853562258,160000.0,0.9186362129807711,0.290166728528635,1.0,167142.85714285713
focalizado,2,San Sebastián De Palmitas,0.3321310073097495,7142.857142857143,0.6895020565587273,0.324348339008234,0.6550118498331077,14285.714285714286
focalizado,2,Santa Cruz,0.5004827836013235,7142.857142857143,0.9103569748871924,0.3640139980705352,0.9910886449701051,167142.85714285713
focalizado,2,Santa Elena,0.3728140632950581,7142.857142857143,0.6527277642959186,0.3640780882463338,0.614328793847799,14285.714285714286
focalizado,2,Villa Hermosa,0.4750997471107077,7142.857142857143,0.8567465424561198,0.34555226292425767,0.9935714285714285,167142.85714285713
focalizado,3,Altavista,0.3704456981468046,160000.0,0.9286593486071826,0.266259201827878,1.0,174285.7142857143
focalizado,3,Aranjuez,0.3935666572901884,7142.857142857143,0.9105561353554223,0.28287747586320694,0.9935714285714285,174285.71428571426
focalizado,3,Belen,0.3425722965511132,7142.857142857143,0.6927486438830618,0.3306021111296572,0.6381419891631724,21428.571428571428
focalizado,3,Belén,0.2777864067363451,7142.857142857143,0.7516030704414137,0.26807997446009146,0.7029278789779405,21428.571428571428
focalizado,3,Buenos Aires,0.3766545977648581,160000.0,0.9349987852944681,0.27072187116052926,1.0,174285.7142857143
focalizado,3,Castilla,0.3330419610184535,7142.857142857143,0.7019684676638893,0.3214047852554058,0.6476723246958321,21428.571428571428
focalizado,3,Corregimiento de Altavista,0.3291826223582815,7142.857142857143,0.7044879492889079,0.31768029987972746,0.6515316633560042,21428.571428571428
focalizado,3,Corregimiento de San Antonio de Prado,0.3217874663141616,7142.857142857143,0.7106423920792238,0.3105435459012734,0.6589268194001241,21428.571428571428
focalizado,3,Corregimiento de San Cristóbal,0.3158506949794417,7142.857142857143,0.715923762250565,0.3048142176505297,0.6648635907348439,21428.571428571428
focalizado,3,Corregimiento de San Sebastián de Palmitas,0.4373439708907143,7142.857142857143,0.9171102389058122,0.31434258029215756,0.9871428571428571,174285.71428571426
focalizado,3,Corregimiento de Santa Elena,0.3512606746087753,7142.857142857143,0.685852489571151,0.3389868992665669,0.6294536111055103,21428.571428571428
focalizado,3,Doce de Octubre,0.3969320392133851,7142.857142857143,0.9325850270995512,0.28529635644192325,0.9935714285714285,174285.71428571426
focalizado,3,Doce de octubre,0.3258947816816185,7142.857142857143,0.7079673049733967,0.3145073431645875,0.6548195040326672,21428.571428571428
focalizado,3,El Poblado,0.2290505523626347,7142.857142857143,0.7949646986837962,0.22104705175773806,0.7516637333516509,21428.571428571428
focalizado,3,Guayabal,0.2939582131169325,7142.857142857143,0.735657540925034,0.2836867044380497,0.6867560725973532,21428.571428571428
focalizado,3,La America,0.3362821805600953,7142.857142857143,0.6970696778031779,0.3245317848165933,0.6444321051541904,21428.571428571428
focalizado,3,La América,0.2453972583784103,7142.857142857143,0.7787889193020787,0.23682257001545848,0.7353170273358753,21428.571428571428
focalizado,3,La Candelaria,0.3284815219046906,7142.857142857143,0.7050146562680115,0.31700369732778544,0.652232763809595,21428.571428571428
focalizado,3,Laureles Estadio,0.2609715834417142,7142.857142857143,0.7657315769266344,0.2518526959105907,0.7197427022725714,21428.571428571428
focalizado,3,Laureles—Estadio,0.2896941836113199,7142.857142857143,0.7399888099388794,0.27957166895308205,0.6910201021029658,21428.571428571428
focalizado,3,Manrique,0.4831936683707025,7142.857142857143,0.916488470301098,0.3472972182219344,0.9871428571428571,174285.71428571426
focalizado,3,Palmitas,0.3551841902621477,7142.857142857143,0.6798342036700391,0.34277331915840903,0.6255300954521379,21428.571428571428
focalizado,3,Poblado,0.2866218429148159,7142.857142857143,0.7421761604311823,0.2766066822025489,0.6940924427994697,21428.571428571428
focalizado,3,Popular,0.4731515803261334,7142.857142857143,0.9171128819107319,0.34007943067356167,0.9871428571428571,174285.71428571426
focalizado,3,Robledo,0.3809290833111641,7142.857142857143,0.9464218351622941,0.27379417329678785,0.9935714285714285,174285.71428571426
focalizado,3,San Antonio de Prado,0.3628186620871079,160000.0,0.941748042371243,0.2607772417356798,1.0,174285.7142857143
focalizado,3,San Cristobal,0.3782238267928748,7142.857142857143,0.9385165653365418,0.2718497602697161,0.9935714285714285,174285.71428571426
focalizado,3,San Cristóbal,0.3277794658184306,7142.857142857143,0.7061329132404824,0.3163261725349587,0.6529348198958551,21428.571428571428
focalizado,3,San Javier,0.3989501853562258,7142.857142857143,0.9216429465607537,0.2867469063709761,0.9935714285714285,174285.71428571426
focalizado,3,San Sebastián De Palmitas,0.3321310073097495,7142.857142857143,0.7006895395698448,0.320525662155637,0.6485832784045362,21428.571428571428
focalizado,3,Santa Cruz,0.5004827836013235,160000.0,0.985709726161794,0.2679143025799139,1.0,327142.85714285716
focalizado,3,Santa Elena,0.3728140632950581,160000.0,0.9273561000931643,0.26796147294930167,1.0,174285.7142857143
focalizado,3,Villa Hermosa,0.4750997471107077,7142.857142857143,0.8623062014474228,0.34147968268265033,0.9871428571428571,174285.71428571426
focalizado,4,Altavista,0.3704456981468046,7142.857142857143,0.931136488697198,0.2631211469491923,0.9935714285714285,181428.57142857142
focalizado,4,Aranjuez,0.3935666572901884,7142.857142857143,0.9139705159004687,0.2795435627548191,0.9871428571428571,181428.57142857142
focalizado,4,Belen,0.3425722965511132,7142.857142857143,0.703674703895489,0.3267057291056291,0.631713417734601,28571.428571428572
focalizado,4,Belén,0.2777864067363451,7142.857142857143,0.7601589668073144,0.26492046047538326,0.6964993075493691,28571.428571428572
focalizado,4,Buenos Aires,0.3766545977648581,7142.857142857143,0.9371673693543445,0.2675312205361373,0.9935714285714285,181428.57142857142
focalizado,4,Castilla,0.3330419610184535,7142.857142857143,0.7124264365785632,0.3176168002863242,0.6412437532672607,28571.428571428572
focalizado,4,Corregimiento de Altavista,0.3291826223582815,7142.857142857143,0.7156799868499613,0.31393621063114496,0.6451030919274328,28571.428571428572
focalizado,4,Corregimiento de San Antonio de Prado,0.3217874663141616,7142.857142857143,0.7212908609481956,0.3068835683960084,0.6524982479715526,28571.428571428572
focalizado,4,Corregimiento de San Cristóbal,0.3158506949794417,7142.857142857143,0.7263138481228537,0.301221764371077,0.6584350193062725,28571.428571428572
focalizado,4,Corregimiento de San Sebastián de Palmitas,0.4373439708907143,7142.857142857143,0.9196928301822246,0.310637828453,0.9807142857142856,181428.57142857142
focalizado,4,Corregimiento de Santa Elena,0.3512606746087753,160000.0,0.9435018841716397,0.24949435786019322,1.0,181428.57142857142
focalizado,4,Doce de Octubre,0.3969320392133851,7142.857142857143,0.935034874440436,0.28193393509814346,0.9871428571428571,181428.57142857142
focalizado,4,Doce de octubre,0.3258947816816185,7142.857142857143,0.7180088351004947,0.3108006494772906,0.6483909326040957,28571.428571428572
focalizado,4,El Poblado,0.2290505523626347,7142.857142857143,0.8019867511533061,0.21844185436202188,0.7452351619230795,28571.428571428572
focalizado,4,Guayabal,0.2939582131169325,7142.857142857143,0.7450028552940974,0.280343253992887,0.6803275011687817,28571.428571428572
focalizado,4,La America,0.3362821805600953,7142.857142857143,0.7087041644610723,0.32070694592411203,0.6380035337256189,28571.428571428572
focalizado,4,La América,0.2453972583784103,7142.857142857143,0.7861976932869253,0.23403144686884772,0.7288884559073039,28571.428571428572
focalizado,4,La Candelaria,0.3284815219046906,7142.857142857143,0.7152213983266251,0.3132675823235651,0.6458041923810236,28571.428571428572
focalizado,4,Laureles Estadio,0.2609715834417142,7142.857142857143,0.77457862641096,0.24888443199450158,0.713314130844,28571.428571428572
focalizado,4,Laureles—Estadio,0.2896941836113199,7142.857142857143,0.7489769838762139,0.27627671714042074,0.6845915306743944,28571.428571428572
focalizado,4,Manrique,0.4831936683707025,160000.0,0.9814250015840369,0.2556107526113437,1.0,334285.7142857143
focalizado,4,Palmitas,0.3551841902621477,160000.0,0.934645178190208,0.25228116290058905,1.0,181428.57142857142
focalizado,4,Poblado,0.2866218429148159,7142.857142857143,0.7507263003781348,0.2733466748765903,0.6876638713708982,28571.428571428572
focalizado,4,Popular,0.4731515803261334,160000.0,0.983481412893977,0.2502984609757414,1.0,334285.7142857143
focalizado,4,Robledo,0.3809290833111641,7142.857142857143,0.9482016327760358,0.27056731339721857,0.9871428571428571,181428.57142857142
focalizado,4,San Antonio de Prado,0.3628186620871079,7142.857142857143,0.9438988238894086,0.2577037956723664,0.9935714285714285,181428.57142857142
focalizado,4,San Cristobal,0.3782238267928748,7142.857142857143,0.940690789655409,0.2686458166665373,0.9871428571428571,181428.57142857142
focalizado,4,San Cristóbal,0.3277794658184306,7142.857142857143,0.7177094907713507,0.31259804264436813,0.6465062484672837,28571.428571428572
focalizado,4,San Javier,0.3989501853562258,7142.857142857143,0.9244523312658831,0.2833673892601753,0.9871428571428571,181428.57142857142
focalizado,4,San Sebastián De Palmitas,0.3321310073097495,7142.857142857143,0.7119949406684185,0.3167480382802313,0.6421547069759648,28571.428571428572
focalizado,4,Santa Cruz,0.5004827836013235,7142.857142857143,0.9861820648456289,0.2647567411566506,0.9935714285714285,334285.7142857143
focalizado,4,Santa Elena,0.3728140632950581,7142.857142857143,0.9299088952122577,0.26480335558954204,0.9935714285714285,181428.57142857142
focalizado,4,Villa Hermosa,0.4750997471107077,160000.0,0.9731216979435076,0.25132904645443066,1.0,334285.7142857143
focalizado,5,Altavista,0.3704456981468046,7142.857142857143,0.9337838312530325,0.2600200762887197,0.9871428571428571,188571.42857142855
focalizado,5,Aranjuez,0.3935666572901884,7142.857142857143,0.9167566257888933,0.27624894219378016,0.9807142857142856,188571.42857142855
focalizado,5,Belen,0.3425722965511132,160000.0,0.9499887469401355,0.24045541662174302,1.0,188571.42857142858
focalizado,5,Belén,0.2777864067363451,7142.857142857143,0.7688897973524839,0.2617981836197805,0.6900707361207976,35714.28571428572
focalizado,5,Buenos Aires,0.3766545977648581,7142.857142857143,0.9395592966062407,0.26437817400839,0.9871428571428571,188571.42857142855
focalizado,5,Castilla,0.3330419610184535,160000.0,0.9482972831901046,0.23376596501073463,1.0,188571.42857142858
focalizado,5,Corregimiento de Altavista,0.3291826223582815,160000.0,0.9414477105141182,0.23105705102452267,1.0,188571.42857142858
focalizado,5,Corregimiento de San Antonio de Prado,0.3217874663141616,7142.857142857143,0.7308881936509108,0.3032667263399126,0.6460696765429812,35714.28571428572
focalizado,5,Corregimiento de San Cristóbal,0.3158506949794417,7142.857142857143,0.7353866916913864,0.29767165071956075,0.652006447877701,35714.28571428572
focalizado,5,Corregimiento de San Sebastián de Palmitas,0.4373439708907143,7142.857142857143,0.9225600067412739,0.3069767397605182,0.9742857142857142,188571.42857142855
focalizado,5,Corregimiento de Santa Elena,0.3512606746087753,7142.857142857143,0.9454803493362924,0.24655388864255523,0.9935714285714285,188571.42857142855
focalizado,5,Doce de Octubre,0.3969320392133851,7142.857142857143,0.9375638814728445,0.27861114229162964,0.9807142857142856,188571.42857142855
focalizado,5,Doce de octubre,0.3258947816816185,7142.857142857143,0.7276746288469492,0.3071376418227368,0.6419623611755243,35714.28571428572
focalizado,5,El Poblado,0.2290505523626347,7142.857142857143,0.809100089973013,0.21586736107846946,0.738806590494508,35714.28571428572
focalizado,5,Guayabal,0.2939582131169325,7142.857142857143,0.7533115222439913,0.2770392084993994,0.6738989297402103,35714.28571428572
focalizado,5,La America,0.3362821805600953,160000.0,0.9348486807616581,0.23604031220014646,1.0,188571.42857142858
focalizado,5,La América,0.2453972583784103,7142.857142857143,0.7938558385581468,0.23127321910217916,0.7224598844787324,35714.28571428572
focalizado,5,La Candelaria,0.3284815219046906,7142.857142857143,0.7257051769543589,0.3095755001033231,0.6393756209524522,35714.28571428572
focalizado,5,Laureles Estadio,0.2609715834417142,7142.857142857143,0.7831259691568367,0.2459511511888521,0.7068855594154285,35714.28571428572
focalizado,5,Laureles—Estadio,0.2896941836113199,7142.857142857143,0.7578328487564928,0.2730205986884086,0.6781629592458229,35714.28571428572
focalizado,5,Manrique,0.4831936683707025,7142.857142857143,0.9820450724322438,0.25259819731271,0.9935714285714285,341428.5714285714
focalizado,5,Palmitas,0.3551841902621477,7142.857142857143,0.937008837075557,0.24930784919497498,0.9935714285714285,188571.42857142855
focalizado,5,Poblado,0.2866218429148159,7142.857142857143,0.7597677322108571,0.2701250890655448,0.6812352999423268,35714.28571428572
focalizado,5,Popular,0.4731515803261334,7142.857142857143,0.9840798205919238,0.2473485148285273,0.9935714285714285,341428.5714285714
focalizado,5,Robledo,0.3809290833111641,7142.857142857143,0.949968948221079,0.2673784843464656,0.9807142857142856,188571.42857142855
focalizado,5,San Antonio de Prado,0.3628186620871079,7142.857142857143,0.9459948089656637,0.2546665723662278,0.9871428571428571,188571.42857142855
focalizado,5,San Cristobal,0.3782238267928748,7142.857142857143,0.9427970097831241,0.2654796338272531,0.9807142857142856,188571.42857142855
focalizado,5,San Cristóbal,0.3277794658184306,7142.857142857143,0.7280397236161255,0.30891385142748806,0.6400776770387122,35714.28571428572
focalizado,5,San Javier,0.3989501853562258,7142.857142857143,0.9272936430005086,0.2800277021724661,0.9807142857142856,188571.42857142855
focalizado,5,San Sebastián De Palmitas,0.3321310073097495,160000.0,0.947043698688044,0.23312655617425024,1.0,188571.42857142858
focalizado,5,Santa Cruz,0.5004827836013235,7142.857142857143,0.9866776266051877,0.2616363938501615,0.9871428571428571,341428.5714285714
focalizado,5,Santa Elena,0.3728140632950581,7142.857142857143,0.9326538715573348,0.2616824588986653,0.9871428571428571,188571.42857142855
focalizado,5,Villa Hermosa,0.4750997471107077,7142.857142857143,0.9740836179460547,0.24836695412121773,0.9935714285714285,341428.5714285714
focalizado,6,Altavista,0.3704456981468046,7142.857142857143,0.9360904000026494,0.2569555539610312,0.9807142857142856,195714.2857142857
focalizado,6,Aranjuez,0.3935666572901884,7142.857142857143,0.9197163510000516,0.27299315108935346,0.9742857142857142,195714.2857142857
focalizado,6,Belen,0.3425722965511132,7142.857142857143,0.9518880976160295,0.23762147778298676,0.9935714285714285,195714.2857142857
focalizado,6,Belén,0.2777864067363451,7142.857142857143,0.7771096961429357,0.25871270502711885,0.6836421646922262,42857.14285714286
focalizado,6,Buenos Aires,0.3766545977648581,7142.857142857143,0.9417518029678336,0.26126228838614823,0.9807142857142856,195714.2857142857
focalizado,6,Castilla,0.3330419610184535,7142.857142857143,0.9502346369958827,0.23101086613739383,0.9935714285714285,195714.2857142857
focalizado,6,Corregimiento de Altavista,0.3291826223582815,7142.857142857143,0.9434648651149526,0.22833387863744795,0.9935714285714285,195714.2857142857
focalizado,6,Corregimiento de San Antonio de Prado,0.3217874663141616,160000.0,0.9256249880274829,0.22320431058617565,1.0,195714.2857142857
focalizado,6,Corregimiento de San Cristóbal,0.3158506949794417,7142.857142857143,0.7448827319447682,0.2941633776932231,0.6455778764491296,42857.14285714286
focalizado,6,Corregimiento de San Sebastián de Palmitas,0.4373439708907143,160000.0,0.9845969915753785,0.22593488046374138,1.0,348571.4285714286
focalizado,6,Corregimiento de Santa Elena,0.3512606746087753,7142.857142857143,0.9473494065963489,0.24364807495498225,0.9871428571428571,195714.2857142857
focalizado,6,Doce de Octubre,0.3969320392133851,7142.857142857143,0.9398675931279276,0.275327510971764,0.9742857142857142,195714.2857142857
focalizado,6,Doce de octubre,0.3258947816816185,160000.0,0.9499083808531027,0.22605330438153426,1.0,195714.2857142857
focalizado,6,El Poblado,0.2290505523626347,7142.857142857143,0.8155139715701756,0.2133232100371875,0.7323780190659366,42857.14285714286
focalizado,6,Guayabal,0.2939582131169325,7142.857142857143,0.7622597222323461,0.27377410354208503,0.6674703583116388,42857.14285714286
focalizado,6,La America,0.3362821805600953,7142.857142857143,0.9371296582422033,0.23325840852064472,0.9935714285714285,195714.2857142857
focalizado,6,La América,0.2453972583784103,7142.857142857143,0.8006040431399896,0.22854749901990348,0.716031313050161,42857.14285714286
focalizado,6,La Candelaria,0.3284815219046906,160000.0,0.9478666562059882,0.22784756807604578,1.0,195714.2857142857
focalizado,6,Laureles Estadio,0.2609715834417142,7142.857142857143,0.7907766798552956,0.24305244119269778,0.7004569879868571,42857.14285714286
focalizado,6,Laureles—Estadio,0.2896941836113199,7142.857142857143,0.7660761190929567,0.26980285591815234,0.6717343878172515,42857.14285714286
focalizado,6,Manrique,0.4831936683707025,7142.857142857143,0.9826965065777346,0.24962114713009592,0.9871428571428571,348571.4285714286
focalizado,6,Palmitas,0.3551841902621477,7142.857142857143,0.9392903783846761,0.24636957811517707,0.9871428571428571,195714.2857142857
focalizado,6,Poblado,0.2866218429148159,7142.857142857143,0.7680163808991926,0.26694147194441514,0.6748067285137553,42857.14285714286
focalizado,6,Popular,0.4731515803261334,7142.857142857143,0.984653980402982,0.2444333359037625,0.9871428571428571,348571.4285714286
focalizado,6,Robledo,0.3809290833111641,7142.857142857143,0.9518276834781155,0.2642272379238108,0.9742857142857142,195714.2857142857
focalizado,6,San Antonio de Prado,0.3628186620871079,7142.857142857143,0.9478362374686171,0.25166514490619724,0.9807142857142856,195714.2857142857
focalizado,6,San Cristobal,0.3782238267928748,7142.857142857143,0.9448580622372673,0.26235076671428903,0.9742857142857142,195714.2857142857
focalizado,6,San Cristóbal,0.3277794658184306,160000.0,0.9434619409167908,0.22736059465063121,1.0,195714.2857142857
focalizado,6,San Javier,0.3989501853562258,7142.857142857143,0.9301555924463203,0.2767273756825763,0.9742857142857142,195714.2857142857
focalizado,6,San Sebastián De Palmitas,0.3321310073097495,7142.857142857143,0.9487417349299986,0.230378993190768,0.9935714285714285,195714.2857142857
focalizado,6,Santa Cruz,0.5004827836013235,7142.857142857143,0.987165043028483,0.2585528220654989,0.9807142857142856,348571.4285714286
focalizado,6,Santa Elena,0.3728140632950581,7142.857142857143,0.934998577219642,0.25859834420450245,0.9807142857142856,195714.2857142857
focalizado,6,Villa Hermosa,0.4750997471107077,7142.857142857143,0.974995356471575,0.24543977216193194,0.9871428571428571,348571.4285714286
focalizado,7,Altavista,0.3704456981468046,7142.857142857143,0.9385649081685051,0.25392714921791903,0.9742857142857142,202857.14285714284
focalizado,7,Aranjuez,0.3935666572901884,160000.0,0.9832737449668916,0.20092295920176415,1.0,355714.2857142857
focalizado,7,Belen,0.3425722965511132,7142.857142857143,0.9537798004218856,0.23482093893768727,0.9871428571428571,202857.14285714284
focalizado,7,Belén,0.2777864067363451,7142.857142857143,0.784816237262494,0.25566359100358493,0.6772135932636547,50000.0
focalizado,7,Buenos Aires,0.3766545977648581,7142.857142857143,0.9438473865905818,0.2581831257015972,0.9742857142857142,202857.14285714284
focalizado,7,Castilla,0.3330419610184535,7142.857142857143,0.9519510142377078,0.2282882380722031,0.9871428571428571,202857.14285714284
focalizado,7,Corregimiento de Altavista,0.3291826223582815,7142.857142857143,0.9453947544223931,0.22564280078207802,0.9871428571428571,202857.14285714284
focalizado,7,Corregimiento de San Antonio de Prado,0.3217874663141616,7142.857142857143,0.928262891506949,0.22057368835426716,0.9935714285714285,202857.14285714284
focalizado,7,Corregimiento de San Cristóbal,0.3158506949794417,160000.0,0.9440808887716522,0.21650424598221218,1.0,202857.14285714284
focalizado,7,Corregimiento de San Sebastián de Palmitas,0.4373439708907143,7142.857142857143,0.985147111854996,0.22327207651541872,0.9935714285714285,355714.28571428574
focalizado,7,Corregimiento de Santa Elena,0.3512606746087753,7142.857142857143,0.9490150478332937,0.24077650835729852,0.9807142857142856,202857.14285714284
focalizado,7,Doce de Octubre,0.3969320392133851,160000.0,0.9922608221618751,0.2026410480752183,1.0,355714.2857142857
focalizado,7,Doce de octubre,0.3258947816816185,7142.857142857143,0.9516646890049075,0.2233891047227519,0.9935714285714285,202857.14285714284
focalizado,7,El Poblado,0.2290505523626347,7142.857142857143,0.8226053102497048,0.2108090436331778,0.7259494476373651,50000.0
